Kecamatan;Kelurahan;latitude;longitude;street_name;search_query;gmaps_link;location_name_maps;location_name_structured
Awayan;Badalungga;-2.4138293;115.5052661;HGPR+CHR, Butat Basuin, Kec. Awayan, Kabupaten Balangan, Kalimantan Selatan 71664;Kantor Kelurahan Badalungga Awayan, Kalimantan Selatan;https://www.google.com/maps?q=-2.4138293,115.5052661;KANTOR DESA BADALUNGGA AWAYAN;Gedung_Kelurahan_Badalungga
Awayan;Sikontan;-3.32;115.44;JG8X+4HJ, Sikontan, Kec. Awayan, Kabupaten Balangan, Kalimantan Selatan 71664;Kantor Kelurahan Sikontan Awayan, Kalimantan Selatan;https://www.google.com/maps?q=-3.32,115.44;Kantor DESA SIKONTAN;Gedung_Kelurahan_Sikontan
Awayan;Tundi;-2.3768256;115.5211075;JHF4+7V7, Tundi, Kec. Awayan, Kabupaten Balangan, Kalimantan Selatan 71664;Kantor Kelurahan Tundi Awayan, Kalimantan Selatan;https://www.google.com/maps?q=-2.3768256,115.5211075;Kantor Desa Tundi;Gedung_Kelurahan_Tundi
Awayan;Pudak;-3.32;115.44;JG79+Q7X, Pudak, Kec. Awayan, Kabupaten Balangan, Kalimantan Selatan 71662;Kantor Kelurahan Pudak Awayan, Kalimantan Selatan;https://www.google.com/maps?q=-3.32,115.44;Kantor Desa Pudak;Gedung_Kelurahan_Pudak
Awayan;Baru;-2.3976109;115.4918747;JG2H+X53, Jl. Paringin, Awayan Hilir, Kec. Awayan, Kabupaten Balangan, Kalimantan Selatan 71664;Kantor Kelurahan Baru Awayan, Kalimantan Selatan;https://www.google.com/maps?q=-2.3976109,115.4918747;Kantor Kepala Desa Baru;Gedung_Kelurahan_Baru
Awayan;Tangalin;-3.32;115.44;HFRV+26F, Tangalin, Kec. Awayan, Kabupaten Balangan, Kalimantan Selatan 71664;Kantor Kelurahan Tangalin Awayan, Kalimantan Selatan;https://www.google.com/maps?q=-3.32,115.44;Kantor Desa Tangalin;Gedung_Kelurahan_Tangalin
Halong;Binuang Santang;-3.32;115.44;R3VQ+65H, Binuang, Kec. Binuang, Kabupaten Tapin, Kalimantan Selatan 71183;Kantor Kelurahan Binuang Santang Halong, Kalimantan Selatan;https://www.google.com/maps?q=-3.32,115.44;Kantor Kelurahan Binuang;Gedung_Kelurahan_Binuang_Santang
Halong;Marajai;-3.32;115.44;JP79+25Q, Marajai, Kec. Halong, Kabupaten Balangan, Kalimantan Selatan 71666;Kantor Kelurahan Marajai Halong, Kalimantan Selatan;https://www.google.com/maps?q=-3.32,115.44;Kantor Desa Marajai;Gedung_Kelurahan_Marajai
Halong;Mauya;-3.32;115.44;MP92+HG7, RT.01, Mauya, Kec. Halong, Kabupaten Balangan, Kalimantan Selatan 71666;Kantor Kelurahan Mauya Halong, Kalimantan Selatan;https://www.google.com/maps?q=-3.32,115.44;Kantor desa mauya;Gedung_Kelurahan_Mauya
Halong;Mantuyan;-2.3346324;115.6454503;MM8J+4HX, Binuang Santang, Kec. Halong, Kabupaten Balangan, Kalimantan Selatan 71666;Kantor Kelurahan Mantuyan Halong, Kalimantan Selatan;https://www.google.com/maps?q=-2.3346324,115.6454503;KANTOR KEPALA DESA MANTUYAN;Gedung_Kelurahan_Mantuyan
Halong;Tabuan;-2.299613;115.6392017;PM2G+542, desa, Tabuan, Kec. Halong, Kabupaten Balangan, Kalimantan Selatan 71665;Kantor Kelurahan Tabuan Halong, Kalimantan Selatan;https://www.google.com/maps?q=-2.299613,115.6392017;Kantor Desa Tabuan;Gedung_Kelurahan_Tabuan
Halong;Buntu Pilanduk;-3.32;115.44;MMMP+CH6, Mantuyan, Kec. Halong, Kabupaten Balangan, Kalimantan Selatan 71666;Kantor Kelurahan Buntu Pilanduk Halong, Kalimantan Selatan;https://www.google.com/maps?q=-3.32,115.44;Kantor Desa Buntu Pilanduk;Gedung_Kelurahan_Buntu_Pilanduk
Halong;Uren;-3.32;115.44;MP5C+J3J, Uren, Kec. Halong, Kabupaten Balangan, Kalimantan Selatan 71666;Kantor Kelurahan Uren Halong, Kalimantan Selatan;https://www.google.com/maps?q=-3.32,115.44;Kantor Kepala Desa Uren;Gedung_Kelurahan_Uren
Halong;Mamantang;-2.2634615;115.4674185;;Kantor Kelurahan Mamantang Halong, Kalimantan Selatan;https://www.google.com/maps?q=-2.2634615,115.4674185;Mamantang;Gedung_Kelurahan_Mamantang
Halong;Kapul;-3.32;115.44;PMV6+227, Kapul, Kec. Halong, Kabupaten Balangan, Kalimantan Selatan 71665;Kantor Kelurahan Kapul Halong, Kalimantan Selatan;https://www.google.com/maps?q=-3.32,115.44;Kantor Kepala Desa Kapul;Gedung_Kelurahan_Kapul
Halong;Halong;-2.2617634;115.6192966;PMQ4+74X, Jl. Tembok Baru Halong, Baruh Panyambaran, Kec. Halong, Kabupaten Balangan, Kalimantan Selatan 71666;Kantor Kelurahan Halong Halong, Kalimantan Selatan;https://www.google.com/maps?q=-2.2617634,115.6192966;KANTOR DESA HALONG;Gedung_Kelurahan_Halong
Halong;Binjai Punggal;-3.32;115.44;PJPQ+R6F, Binjai Punggal, Kec. Halong, Kabupaten Balangan, Kalimantan Selatan 71665;Kantor Kelurahan Binjai Punggal Halong, Kalimantan Selatan;https://www.google.com/maps?q=-3.32,115.44;kantor desa binjai punggal;Gedung_Kelurahan_Binjai_Punggal
Halong;Baruh Panyambaran;-2.2553169;115.593474;PJVH+VRC, Galumbang, Kec. Juai, Kabupaten Balangan, Kalimantan Selatan 71665;Kantor Kelurahan Baruh Panyambaran Halong, Kalimantan Selatan;https://www.google.com/maps?q=-2.2553169,115.593474;Kantor Desa Baruh Panyambaran;Gedung_Kelurahan_Baruh_Panyambaran
Halong;Binju;-2.2548381;115.5899737;Jalan, Jl. Datuk Kandang H. desa No.RT. 2, Binju, Kec. Halong, Kabupaten Balangan, Kalimantan Selatan 71665;Kantor Kelurahan Binju Halong, Kalimantan Selatan;https://www.google.com/maps?q=-2.2548381,115.5899737;Kantor Desa Binju;Gedung_Kelurahan_Binju
Halong;Bangkal;-3.32;115.44;FRQ8+5WV, Bangkal, Banjar Baru, Kota Banjar Baru, Kalimantan Selatan 70732;Kantor Kelurahan Bangkal Halong, Kalimantan Selatan;https://www.google.com/maps?q=-3.32,115.44;Kantor kelurahan Bangkal;Gedung_Kelurahan_Bangkal
Halong;Suryatama;-3.32;115.44;Jl.sumbersari No.RT.04, suryatama, Kec. Halong, Kabupaten Balangan, Kalimantan Selatan 71665;Kantor Kelurahan Suryatama Halong, Kalimantan Selatan;https://www.google.com/maps?q=-3.32,115.44;Balai desa suryatama;Gedung_Kelurahan_Suryatama
Halong;Ha Uwai;-3.32;115.44;QM4F+433, Ha'uwai, Kec. Halong, Kabupaten Balangan, Kalimantan Selatan 71666;Kantor Kelurahan Ha Uwai Halong, Kalimantan Selatan;https://www.google.com/maps?q=-3.32,115.44;kantor desa ha'uwai;Gedung_Kelurahan_Ha_Uwai
Halong;Karya;-2.213402;115.6327002;QMP9+JFQ, Karya, Kec. Halong, Kabupaten Balangan, Kalimantan Selatan 71666;Kantor Kelurahan Karya Halong, Kalimantan Selatan;https://www.google.com/maps?q=-2.213402,115.6327002;Kantor desa karya;Gedung_Kelurahan_Karya
Halong;Puyun;-2.1727597;115.6622935;RMGX+V8W, Puyun, Kec. Halong, Kabupaten Balangan, Kalimantan Selatan 71666;Kantor Kelurahan Puyun Halong, Kalimantan Selatan;https://www.google.com/maps?q=-2.1727597,115.6622935;Kantor Desa Puyun;Gedung_Kelurahan_Puyun
Halong;Gunung Riut;-3.32;115.44;RJ6H+MF6, Gn. Riut, Kec. Halong, Kabupaten Balangan, Kalimantan Selatan 71665;Kantor Kelurahan Gunung Riut Halong, Kalimantan Selatan;https://www.google.com/maps?q=-3.32,115.44;Kantor Desa Gunung Riut;Gedung_Kelurahan_Gunung_Riut
Halong;Liyu;-3.32;115.44;RJMG+PM7, RJMG+QP2Liyu, Kec. Halong, Kabupaten Balangan, Kalimantan Selatan 71665;Kantor Kelurahan Liyu Halong, Kalimantan Selatan;https://www.google.com/maps?q=-3.32,115.44;Kantor Desa Liyu;Gedung_Kelurahan_Liyu
Halong;Aniungan;-3.32;115.44;QP55+79, Aniungan, Kec. Halong, Kabupaten Balangan, Kalimantan Selatan 71666;Kantor Kelurahan Aniungan Halong, Kalimantan Selatan;https://www.google.com/maps?q=-3.32,115.44;Kantor Desa Aniungan;Gedung_Kelurahan_Aniungan
Halong;Mamigang;-3.32;115.44;Desa mamigang No.RT.1, Marajai, Kec. Halong, Kabupaten Balangan, Kalimantan Selatan 71666;Kantor Kelurahan Mamigang Halong, Kalimantan Selatan;https://www.google.com/maps?q=-3.32,115.44;Kantor Desa Mamigang;Gedung_Kelurahan_Mamigang
Halong;Padang Raya;-3.32;115.44;PM69+PW8, padang Raya, Kec. Halong, Kabupaten Balangan, Kalimantan Selatan 71666;Kantor Kelurahan Padang Raya Halong, Kalimantan Selatan;https://www.google.com/maps?q=-3.32,115.44;Kantor Desa Padang Raya;Gedung_Kelurahan_Padang_Raya
Halong;Sumber Agung;-3.32;115.44;Desa Sumber Agung No.RT.03, Suryatama, Kec. Halong, Kabupaten Balangan, Kalimantan Selatan 71665;Kantor Kelurahan Sumber Agung Halong, Kalimantan Selatan;https://www.google.com/maps?q=-3.32,115.44;Kantor Desa Sumber Agung;Gedung_Kelurahan_Sumber_Agung
Mandastana;Lok Rawa;-3.32;115.44;PJVR+4CV, RW.Rw, Lok Rawa, Mandastana, Barito Kuala Regency, South Kalimantan 70581;Kantor Kelurahan Lok Rawa Mandastana, Kalimantan Selatan;https://www.google.com/maps?q=-3.32,115.44;Kantor Desa Lok Rawa;Gedung_Kelurahan_Lok_Rawa
Mandastana;Terantang;-3.32;115.44;PJGP+R7R, Terantang, Kec. Mandastana, Kabupaten Barito Kuala, Kalimantan Selatan 70581;Kantor Kelurahan Terantang Mandastana, Kalimantan Selatan;https://www.google.com/maps?q=-3.32,115.44;Kantor Desa Terantang;Gedung_Kelurahan_Terantang
Mandastana;Sungai Ramania;-3.2459694;114.6194108;QM34+J58, Sungai Ramania, Kec. Mandastana, Kabupaten Barito Kuala, Kalimantan Selatan 70581;Kantor Kelurahan Sungai Ramania Mandastana, Kalimantan Selatan;https://www.google.com/maps?q=-3.2459694,114.6194108;Kantor Desa Sungai Ramania;Gedung_Kelurahan_Sungai_Ramania
Mandastana;Puntik Luar;-3.2428651;114.6251303;QM46+VF3, Puntik Luar, Kec. Mandastana, Kabupaten Barito Kuala, Kalimantan Selatan 70581;Kantor Kelurahan Puntik Luar Mandastana, Kalimantan Selatan;https://www.google.com/maps?q=-3.2428651,114.6251303;Kelurahan Puntik Luar;Gedung_Kelurahan_Puntik_Luar
Mandastana;Puntik Tengah;-3.32;115.44;RJ2W+X2P, Puntik Tengah, Kec. Mandastana, Kabupaten Barito Kuala, Kalimantan Selatan 70581;Kantor Kelurahan Puntik Tengah Mandastana, Kalimantan Selatan;https://www.google.com/maps?q=-3.32,115.44;Kantor Desa Puntik Tengah;Gedung_Kelurahan_Puntik_Tengah
Mandastana;Puntik Dalam;-3.32;115.44;RJFH+WMG, Puntik, Dalam, Kec. Mandastana, Kabupaten Barito Kuala, Kalimantan Selatan 70581;Kantor Kelurahan Puntik Dalam Mandastana, Kalimantan Selatan;https://www.google.com/maps?q=-3.32,115.44;Kantor Desa Puntik Dalam;Gedung_Kelurahan_Puntik_Dalam
Mandastana;Karang Indah;-3.1592158;114.6211632;Kantor, Karang Indah, Kec. Mandastana, Kabupaten Barito Kuala, Kalimantan Selatan 70581;Kantor Kelurahan Karang Indah Mandastana, Kalimantan Selatan;https://www.google.com/maps?q=-3.1592158,114.6211632;KANTOR DESA KARANG INDAH;Gedung_Kelurahan_Karang_Indah
Mandastana;Karang Bunga;-3.1564558;114.6203057;RMV4+CG9, Karang Bunga, Kec. Mandastana, Kabupaten Barito Kuala, Kalimantan Selatan 70561;Kantor Kelurahan Karang Bunga Mandastana, Kalimantan Selatan;https://www.google.com/maps?q=-3.1564558,114.6203057;Kantor Desa Karang Bunga;Gedung_Kelurahan_Karang_Bunga
